artists,frequency,rank_sum,ranking_score,rank,rank_sum_normalized,frequency_normalized
BigXthaPlug,58,1.3953090215182578,31.092963532277388,96.0,0.007848997319820904,0.04995617879053462
"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",54,2.6285981187253022,30.942897178087954,97.0,0.014887475703287198,0.04645048203330412
Sexyy Red,57,1.601480943153678,30.902221414730516,98.0,0.00902563677685893,0.049079754601226995
"Tyler, The Creator, Daniel Caesar",27,11.429761904761904,30.644642857142856,99.0,0.06511641326354956,0.022787028921998246
"Fuerza Regida, Marshmello",55,1.8424363266465438,30.263654489969817,100.0,0.010400788200750622,0.04732690622261174
"Calle 24, Chino Pacas, Fuerza Regida",55,1.2385975236132056,29.35789628541981,101.0,0.006954632411428174,0.04732690622261174
4batz,54,1.4737863977823285,29.210679596673494,102.0,0.008296873910700296,0.04645048203330412
Tyla,53,1.7396024202943916,29.109403630441587,103.0,0.009813906966994357,0.04557405784399649
KAROL G,54,1.176968615102165,28.765452922653246,104.0,0.0066029113580807295,0.04645048203330412
Kenya Grace,52,1.613291908097234,28.41993786214585,105.0,0.009093042887584597,0.04469763365468887
Darlene Love,50,1.7017522066826591,27.552628310023987,106.0,0.00959789280541693,0.04294478527607362
Good Neighbours,51,1.3073877430900034,27.461081614635006,107.0,0.007347223632641297,0.04382120946538125
Elvis Presley,48,1.5625950181995987,26.3438925272994,108.0,0.00880371172876582,0.04119193689745837
Lola Young,45,2.3656857924708112,26.048528688706217,109.0,0.013387014271105729,0.03856266432953549
"Peso Pluma, Neton Vega",45,1.0994164782647433,24.149124717397115,110.0,0.006160315181760056,0.03856266432953549
Yeat,41,1.957609106331506,23.43641365949726,111.0,0.011058088360147265,0.035056967572304996
Justin Bieber,42,1.1139557601440768,22.670933640216116,112.0,0.00624329201294308,0.03593339176161262
YG Marley,41,1.3094219742282152,22.464132961342322,113.0,0.007358833150576469,0.035056967572304996
Chuck Berry,40,1.4026797867023688,22.104019680053554,114.0,0.007891062859470496,0.03418054338299737
"Kali Uchis, Peso Pluma",35,2.675911493461609,21.513867240192415,115.0,0.015157496873574434,0.029798422436459245
The Beach Boys,39,1.2871357399459225,21.430703609918883,116.0,0.007231643849543956,0.033304119193689745
Megan Thee Stallion,21,7.158740158028298,21.23811023704245,117.0,0.04074135448148671,0.017528483786152498
"Oscar Maydon, Fuerza Regida",37,1.7246578971011906,21.086986845651786,118.0,0.0097286173915941,0.03155127081507449
"Megan Thee Stallion, 千葉雄喜",38,1.0279877228316794,20.54198158424752,119.0,0.00575266562723787,0.03242769500438212
"Post Malone, Blake Shelton",35,1.7765080151784296,20.164762022767643,120.0,0.010024530114809842,0.029798422436459245
"Central Cee, Lil Baby",35,1.769902929330435,20.154854393995652,121.0,0.009986834367667235,0.029798422436459245
"Peso Pluma, Gabito Ballesteros, Junior H",36,1.031085327524818,19.546627991287227,122.0,0.005770343902122935,0.030674846625766874
"Post Malone, Luke Combs",33,1.721650740690071,19.082476111035106,123.0,0.009711455312205495,0.028045574057843997
"Bad Bunny, Feid",33,1.5355696101853575,18.803354415278037,124.0,0.008649475588558818,0.028045574057843997
"SZA, Kendrick Lamar",33,1.2380943494753294,18.357141524212995,125.0,0.0069517607568416045,0.028045574057843997
"Bing Crosby, The Andrews Sisters",32,0.8833610396067747,17.325041559410163,126.0,0.0049272697116685095,0.02716914986853637
"21 Savage, Travis Scott, Metro Boomin",27,2.3774399329806233,17.066159899470936,127.0,0.013454096080295394,0.022787028921998246
"Eartha Kitt, Henri René and His Orchestra",31,1.0272367590463165,17.040855138569476,128.0,0.005748379817542469,0.026292725679228746
"Tyler, The Creator, Teezo Touchdown",24,3.3167952245009307,16.975192836751397,129.0,0.0188150709958552,0.020157756354075372
"Koe Wetzel, Jessie Murph",30,0.956287476627041,16.434431214940563,130.0,0.005343466653417837,0.02541630148992112
"Nicki Minaj, Lil Uzi Vert",30,0.8901585586725127,16.33523783800877,131.0,0.0049660636903988385,0.02541630148992112
"Frank Sinatra, B. Swanson Quartet",30,0.841024792575413,16.26153718886312,132.0,0.004685653402692656,0.02541630148992112
"Future, Metro Boomin, Travis Scott",27,1.734365661735619,16.101548492603428,133.0,0.00978402037187337,0.022787028921998246
Sophie Ellis-Bextor,29,0.8668448953672243,15.800267343050837,134.0,0.004833010770701993,0.024539877300613498
"Rauw Alejandro, Bad Bunny",29,0.8019193161371495,15.702878974205724,135.0,0.004462475356921235,0.024539877300613498
Addison Rae,29,0.7651728678243709,15.647759301736556,136.0,0.004252760471170297,0.024539877300613498
GloRilla,29,0.6802906163095304,15.520435924464296,137.0,0.0037683307508556154,0.024539877300613498
Neton Vega,28,0.9967262013980431,15.495089302097064,138.0,0.005574253652832831,0.02366345311130587
Lay Bankz,28,0.9130190540719467,15.36952858110792,139.0,0.005096530345028831,0.02366345311130587
"Bad Bunny, Omar Courtz, Dei V",26,1.4685957273979096,15.202893591096863,140.0,0.008267250344434146,0.021910604732690624
Doechii,28,0.7469035886290184,15.120355382943528,141.0,0.00414849625040551,0.02366345311130587
Hotel Ugly,28,0.5825229498633754,14.873784424795064,142.0,0.003210362948787484,0.02366345311130587
"Bad Bunny, Chuwi",26,1.0763849552674254,14.614577432901138,143.0,0.006028872459107239,0.021910604732690624
Vince Guaraldi Trio,27,0.7016170334829347,14.552425550224402,144.0,0.0038900422997631065,0.022787028921998246
Playboi Carti,21,2.6228942439361997,14.434341365904299,145.0,0.014854923238908803,0.017528483786152498
"Taylor Swift, Florence + The Machine",24,1.369102477160562,14.053653715740843,146.0,0.00769943449924241,0.020157756354075372
Dua Lipa,25,0.9998982450520286,13.999847367578043,147.0,0.005592356756752706,0.021034180543382998
"Peso Pluma, Anitta",26,0.6208008329671556,13.931201249450734,148.0,0.003428817853968225,0.021910604732690624
Steve Lacy,26,0.5632947218506995,13.844942082776049,149.0,0.003100625931306286,0.021910604732690624
"Tyler, The Creator, ScHoolboy Q, Santigold",23,1.3576974656379086,13.536546198456863,150.0,0.007634345196785126,0.019281332164767746
Sia,24,0.7168820616199837,13.075323092429976,151.0,0.003977161022217512,0.020157756354075372
Paul McCartney,24,0.7018787803858396,13.05281817057876,152.0,0.003891536110032092,0.020157756354075372
"Bad Bunny, RaiNao",21,0.8787686033830481,11.818152905074573,153.0,0.004901060315054732,0.017528483786152498
"Quavo, Lana Del Rey",21,0.862959943130033,11.79443991469505,154.0,0.004810839041134129,0.017528483786152498
"KAROL G, Peso Pluma",21,0.6279047814021019,11.441857172103154,155.0,0.0034693606493353965,0.017528483786152498
"GloRilla, Sexyy Red",20,0.6694719839963847,11.004207975994577,156.0,0.003706587960907022,0.016652059596844872
"GloRilla, Megan Thee Stallion",20,0.5444425069266857,10.816663760390028,157.0,0.0029930348502502477,0.016652059596844872
"Future, Metro Boomin, The Weeknd",19,0.8730183819489951,10.809527572923493,158.0,0.004868243346709367,0.015775635407537247
d4vd,20,0.4493234509990559,10.673985176498583,159.0,0.002450182877814502,0.016652059596844872
*NSYNC,19,0.5246213123591643,10.286931968538747,160.0,0.0028799137257597114,0.015775635407537247
Arctic Monkeys,19,0.4316195599813733,10.14742933997206,161.0,0.0023491453720801245,0.015775635407537247
Linkin Park,18,0.6204719195339381,9.930707879300908,162.0,0.003426940719000458,0.014899211218229624
John Williams,18,0.6166015369478368,9.924902305421755,163.0,0.0034048521395832632,0.014899211218229624
"Ella Langley, Riley Green",18,0.5219734553272982,9.782960182990948,164.0,0.0028648021963352606,0.014899211218229624
Eagles,18,0.4855299039025718,9.728294855853857,165.0,0.002656815967071923,0.014899211218229624
"Eslabon Armado, Peso Pluma",18,0.4597693290141803,9.68965399352127,166.0,0.002509798329513769,0.014899211218229624
Future,17,0.6531549045386995,9.47973235680805,167.0,0.0036134650983889734,0.014022787028921999
"Ice Spice, Central Cee",17,0.45657620163252205,9.184864302448783,168.0,0.0024915748990931535,0.014022787028921999
"21 Savage, Doja Cat",15,1.0366610918392538,9.054991637758881,169.0,0.0058021652298938,0.012269938650306747
"Eminem, Big Sean, BabyTron",16,0.563467885199634,8.845201827799452,170.0,0.003101614188229212,0.013146362839614373
"Beyoncé, Miley Cyrus",14,1.1988598689365952,8.798289803404893,171.0,0.006727846474469538,0.011393514460999125
One Direction,16,0.5298898333269634,8.794834749990445,172.0,0.0029099815914601953,0.013146362839614373
Ice Spice,15,0.6105426111197965,8.415813916679694,173.0,0.0033702733708547757,0.012269938650306747
Toby Keith,14,0.8581339573113582,8.287200935967038,174.0,0.004783296758517197,0.011393514460999125
"Jimin, Loco",15,0.3803471681394384,8.070520752209157,175.0,0.0020565297781651743,0.012269938650306747
Jung Kook,14,0.6121642071351199,7.9182463107026795,176.0,0.0033795279475200657,0.011393514460999125
GELO,14,0.42674418000250514,7.640116270003758,177.0,0.0023213211930857916,0.011393514460999125
Tucker Wetmore,14,0.3015451759562742,7.452317763934412,178.0,0.0016068005785708902,0.011393514460999125
"Tyler, The Creator, Doechii",13,0.5277681115181115,7.291652167277167,179.0,0.0028978727573505353,0.010517090271691499
The Weeknd,12,0.6748742345779513,7.012311351866927,180.0,0.0037374190320861424,0.009640666082383873
Juice WRLD,13,0.3228847610889472,6.984327141633421,181.0,0.0017285872780630064,0.010517090271691499
"NLE Choppa, 41, Kyle Richh",13,0.32207097646430305,6.983106464696455,182.0,0.001723942944871116,0.010517090271691499
"Bad Bunny, Los Pleneros de la Cresta",13,0.31500588493475756,6.9725088274021365,183.0,0.001683621908935153,0.010517090271691499
"Tyler, The Creator, Daniel Caesar, LaToiya Williams",12,0.6444932349469554,6.966739852420433,184.0,0.0035640322652241607,0.009640666082383873
"Zach Bryan, The War and Treaty",13,0.2891112728639889,6.933666909295983,185.0,0.0015358393105799897,0.010517090271691499
"Kendrick Lamar, Dody6",10,0.9717114124090869,6.45756711861363,186.0,0.005431492274365718,0.007887817703768625
"Bad Bunny, Young Miko",11,0.6260775335775336,6.4391163003663,187.0,0.003458932401535602,0.008764241893076247
G3 GELO,10,0.9516515794978793,6.4274773692468194,188.0,0.005317009221980655,0.007887817703768625
"Drake, SZA",11,0.38031500004116636,6.07047250006175,189.0,0.002056346192285077,0.008764241893076247
"4batz, Drake",11,0.3566234916324764,6.034935237448715,190.0,0.0019211368807101122,0.008764241893076247
Laufey,11,0.3194392039342778,5.979158805901417,191.0,0.001708923210970336,0.008764241893076247
"Travis Scott, Drake",11,0.2921464661383754,5.938219699207563,192.0,0.0015531613985638952,0.008764241893076247
ILLIT,11,0.2579996480347455,5.886999472052119,193.0,0.0013582828079472735,0.008764241893076247
"Beyoncé, Post Malone",10,0.4838826383961023,5.725823957594153,194.0,0.002647414892591193,0.007887817703768625
Miley Cyrus,10,0.44813919097277416,5.672208786459161,195.0,0.002443424212215119,0.007887817703768625
Lil Uzi Vert,10,0.412282565139708,5.618423847709562,196.0,0.0022387876137066136,0.007887817703768625
"Bobby ""Boris"" Pickett, The Crypt-Kickers",8,1.0450432020553972,5.567564803083096,197.0,0.005850002595599671,0.006134969325153374
"Eminem, Jelly Roll",10,0.2893901236130085,5.434085185419512,198.0,0.0015374307338510073,0.007887817703768625
Fuerza Regida,10,0.2411569568391766,5.3617354352587645,199.0,0.0012621602376854623,0.007887817703768625
Troye Sivan,9,0.30407913723703195,4.956118705855548,200.0,0.0016212620959389949,0.007011393514461
"John Lennon, Yoko Ono",9,0.2288203938795491,4.843230590819323,201.0,0.0011917544975274983,0.007011393514461
Ray Parker Jr.,6,1.22232905982906,4.83349358974359,202.0,0.006861787002402645,0.0043821209465381246
"Drake, 21 Savage",9,0.20704811270600745,4.810572169059011,203.0,0.0010674983675205399,0.007011393514461
Fleetwood Mac,9,0.20630600204004274,4.809459003060065,204.0,0.0010632630832774848,0.007011393514461
Jordan Adetunji,9,0.20085590298974762,4.8012838544846215,205.0,0.0010321589371043575,0.007011393514461
girl in red,9,0.19575333260687952,4.793629998910319,206.0,0.0010030381645123791,0.007011393514461
"Tito Double P, Peso Pluma",9,0.18772094159896457,4.781581412398447,207.0,0.0009571966739771984,0.007011393514461
"Eminem, White Gold",8,0.5177033099991357,4.776554964998704,208.0,0.002840432139343274,0.006134969325153374
"Noah Kahan, Hozier",7,0.7827469893003829,4.674120483950574,209.0,0.004353057371870583,0.0052585451358457495
"Eminem, JID",8,0.3872872482326264,4.580930872348939,210.0,0.0020961373639502515,0.006134969325153374
Bruce Springsteen,8,0.3662566603139239,4.549384990470886,211.0,0.001976114135988053,0.006134969325153374
"USHER, Lil Jon, Ludacris",8,0.34734032669971615,4.521010490049575,212.0,0.0018681571244977566,0.006134969325153374
"Nicki Minaj, Drake",8,0.3084251124692301,4.462637668703845,213.0,0.0016460649201885402,0.006134969325153374
"Zach Bryan, John Mayer",8,0.28432352248141723,4.426485283722126,214.0,0.0015085152406198498,0.006134969325153374
NLE Choppa,8,0.1727304280359391,4.259095642053909,215.0,0.0008716446279002842,0.006134969325153374
"Post Malone, Tim McGraw",7,0.38652917131178,4.07979375696767,216.0,0.0020918109590282704,0.0052585451358457495
The Citizens of Halloween,6,0.6494583032102758,3.9741874548154135,217.0,0.003592368302348754,0.0043821209465381246
"Sexyy Red, Bruno Mars",7,0.3015241702741703,3.9522862554112557,218.0,0.001606680697482382,0.0052585451358457495
"Gracie Abrams, Taylor Swift",7,0.26179328978678995,3.892689934680185,219.0,0.001379933421357259,0.0052585451358457495
Post Malone,7,0.25429641650710627,3.8814446247606593,220.0,0.0013371481728359376,0.0052585451358457495
Mac Miller,7,0.20941014801616414,3.8141152220242462,221.0,0.0010809786897816964,0.0052585451358457495
"Mustard, Travis Scott",7,0.1878161934438943,3.781724290165841,222.0,0.0009577402837869677,0.0052585451358457495
Donny Hathaway,7,0.18071441107155392,3.771071616607331,223.0,0.0009172098503103405,0.0052585451358457495
Gene Autry,7,0.17529925850710582,3.7629488877606585,224.0,0.0008863051464948641,0.0052585451358457495
Childish Gambino,7,0.17440020505809978,3.7616003075871496,225.0,0.0008811741773808579,0.0052585451358457495
The Jackson 5,7,0.16890344607909683,3.7533551691186453,226.0,0.0008498037393055902,0.0052585451358457495
Mark Ambor,7,0.163333701854582,3.745000552781873,227.0,0.0008180167686638618,0.0052585451358457495
Michael Jackson,6,0.374616870159435,3.5619253052391526,228.0,0.0020238265145472493,0.0043821209465381246
"Charli xcx, Ariana Grande",6,0.2805436649913394,3.420815497487009,229.0,0.0014869432950827123,0.0043821209465381246
"Beyoncé, Linda Martell, Shaboozey",6,0.23647991094799603,3.354719866421994,230.0,0.0012354679670101563,0.0043821209465381246
"Jung Kook, Latto",6,0.1958711660810356,3.2938067491215532,231.0,0.001003710649465481,0.0043821209465381246
"Drake, Young Thug, 21 Savage",6,0.19063174050107848,3.285947610751618,232.0,0.0009738088334437365,0.0043821209465381246
"Megan Thee Stallion, RM",6,0.14090729103327088,3.2113609365499065,233.0,0.0006900274690406013,0.0043821209465381246
"Kelly Clarkson, Ariana Grande",6,0.12940126405171998,3.19410189607758,234.0,0.0006243616633729542,0.0043821209465381246
